,Timestamp,High,Low,Open,Close,Volume,Prev_Close,Returns,Bin_Class
0,1577923200,609.981083868637,605.7187936863252,605.7187936863252,609.3890991210938,6137166.0,605.529296875,0.637426176737165,17
1,1578009600,608.5603376104458,598.4255468849254,607.2342686142049,600.6987915039062,10855550.0,609.3890991210938,-1.426068767840007,9
2,1578268800,597.5731439576414,585.3545548818191,596.720662743602,587.6987915039062,10890186.0,600.6987915039062,-2.1641461883839104,6
3,1578355200,602.143238298382,593.0503748607391,596.1997455707353,597.0048217773438,14724494.0,587.6987915039062,1.5834693567471196,21
4,1578441600,597.7388448014235,587.2725661329978,590.5402756575533,595.4419555664062,11332110.0,597.0048217773438,-0.26178452064837415,13
5,1578528000,604.2034270944675,598.1888264645892,599.0886549789353,602.11962890625,9546316.0,595.4419555664062,1.121465035746717,19
6,1578614400,609.4602340876271,603.871874164867,608.1341649432716,607.4711303710938,9214580.0,602.11962890625,0.8887771147014008,18
7,1578873600,614.0066076489296,604.2980573544421,607.4710726189669,609.033935546875,7451568.0,607.4711303710938,0.2572641064977951,16
8,1578960000,612.1359331976332,605.0084136927392,610.4546733854722,610.6914672851562,7886290.0,609.033935546875,0.2721575336837164,16
9,1579046400,609.9573909159484,603.3982113725496,609.2233645040944,608.2051391601562,11787448.0,610.6914672851562,-0.4071332674833385,13
10,1579132800,611.4018762888768,605.8845666176381,607.163288419645,609.8153686523438,7150400.0,608.2051391601562,0.2647510500175969,16
11,1579219200,608.512940609759,602.3562995656167,607.0211275637845,605.3162231445312,16918814.0,609.8153686523438,-0.7377881468870403,12
12,1579478400,617.9610470531414,593.1687365718038,617.9610470531414,594.3053588867188,22178450.0,605.3162231445312,-1.8190267891074574,7
13,1579564800,591.9847425595085,586.4911357107582,591.9847425595085,589.3089599609375,14984804.0,594.3053588867188,-0.8407124134200545,11
14,1579651200,594.3527073618872,584.5968099426914,591.0612951746068,587.6514282226562,18368310.0,589.3089599609375,-0.2812670179647565,13
15,1579737600,590.49289085823,582.9865363753064,587.2488262432006,589.5457153320312,11508920.0,587.6514282226562,0.32234876295702125,16
16,1579824000,593.8791908549719,586.8227200074896,590.0904878830103,589.40380859375,11831756.0,589.5457153320312,-0.02407052321656317,14
17,1580083200,584.8810010611223,573.8700834298097,584.8810010611223,574.5567626953125,18888552.0,589.40380859375,-2.5189938853399765,4
18,1580169600,581.4710915111248,574.5803662813082,577.2088015490133,579.2925415039062,13412158.0,574.5567626953125,0.8242490761709359,18
19,1580256000,588.1960850182678,578.8427253732511,580.2871913795456,585.2835083007812,13788350.0,579.2925415039062,1.0341867653468835,19
20,1580342400,586.7515702363573,576.4510357873509,586.7515702363573,580.642333984375,12111984.0,585.2835083007812,-0.792978830017045,11
21,1580428800,586.2070634943107,577.8955736075096,583.1997343998446,580.7608032226562,11178268.0,580.642333984375,0.020403134829717392,15
22,1580688000,567.3344998460584,557.744346592457,566.8846145462204,564.8955688476562,13077010.0,580.7608032226562,-2.731801851461637,4
23,1580774400,584.4073807174176,567.3582188812532,567.3582188812532,582.4183349609375,20897704.0,564.8955688476562,3.1019478784417363,27
24,1580860800,591.0375573266558,581.234313274247,584.8335688880729,589.4510498046875,18020682.0,582.4183349609375,1.2075023091815404,19
25,1580947200,591.3690599560683,585.9228002816666,589.4510640616896,587.1541748046875,11827550.0,589.4510498046875,-0.3896633996599143,13
26,1581033600,590.5640161625739,583.270752115284,590.0904283388669,588.290771484375,6815448.0,587.1541748046875,0.19357721165238764,15
27,1581292800,588.6459526743174,580.6423648340666,588.6459526743174,587.3909912109375,9219834.0,588.290771484375,-0.15294822170457897,14
28,1581379200,594.3527577254539,586.3254667116565,588.8118029491535,587.5330810546875,11613520.0,587.3909912109375,0.024189993696885664,15
29,1581465600,593.3581734383829,589.1669329193304,589.7115126471815,591.5111694335938,6297930.0,587.5330810546875,0.6770833008696526,17
30,1581552000,596.6733008644125,584.2179181807978,596.6733008644125,587.9119262695312,9112140.0,591.5111694335938,-0.6084827049857713,12
31,1581638400,591.2270486728398,575.4092038524705,588.7643573113077,577.4692993164062,14688858.0,587.9119262695312,-1.776223016836288,7
32,1581897600,583.9337227869158,575.1486464932532,580.1450206114938,576.4273681640625,10152690.0,577.4692993164062,-0.18043057069478188,14
33,1581984000,577.06671918566,569.9629023717208,576.3089902877083,574.5803833007812,10529116.0,576.4273681640625,-0.32041935641674146,13
34,1582070400,582.513019706518,574.8882673522369,578.9611110497709,581.1869506835938,10012268.0,574.5803833007812,1.1498073332855316,19
35,1582156800,582.5130422467998,574.9829840409186,582.5130422467998,576.4037475585938,11123414.0,581.1869506835938,-0.8230059397193937,11
36,1582502400,575.2907615812694,568.3053417555244,572.5439293050475,573.0175170898438,16568084.0,576.4037475585938,-0.5874754428805611,12
37,1582588800,572.5676393882633,567.3581736866331,570.1997004329769,568.4474487304688,13886680.0,573.0175170898438,-0.7975442675094445,11
38,1582675200,570.5312258169903,561.5094124980089,567.1214166243225,567.9501953125,13814786.0,568.4474487304688,-0.08747570581577618,14
